question_id,question,question_sentiment,answer,answer_sentiment
question_box_102719800885,Yeah I said don't deny it and what do you do? You deny it.  Then you call yourself a rebel. What a screw up,positive,you're so fucking stupid I can't talk to you,negative
773526150,you cut me with that wrapped watching rude,positive,made my nigga,positive
question_box_33257788511,if you liked a lot of my photo i would die just saying,positive,like one of my photo and ill do it,positive
773526199,ho on me nigga chilly,positive,"or hilarious and i love you so much. why you gutta go to lincoln :::(( you were my judge harassing muddy )-,:  well i'm glad we got closer this last year and once i FiND out where jew LiVES we are goNNA to that jew so hard. but ill so much you are perfect nigga<7",positive
773526118,courtney is not responsible for me and less breaking stfu cunts... michael belardino,positive,was cuntz stfu but i hope you're good mike! im here to talk ll nigga,positive
question_box_130756217143,i've heard you talk to robe about during school so stop lying before you get yourself in shit you don't want to be in.,negative,"i haven talked to robe or hung out with him these last few days of school. i don't like to be mean to people. see-nah was one of the best people to hang out with last year when i still hung out with that group of people. i never would want to hurt someone feelings, i like making others happy.",positive
773525814,you're nicer then marine when someone says you're cute or ill she lips out and says in and pass off she thinks she's the shit,positive,lol well she is the shit and if u think i'm nice u obviously don't know me to well and i said it back cut in who it is so bye,positive
question_box_113858484040,holy fucking shit. im laughing so hard right now. and i didn't know you knocked till you took off running lol. i don't see how we saw that so funny hiding in the ice room lmao.‎  Macy,positive,literally dying of laughter right now. and us going down to adult swim night a d only thing is there was nobody down there.. lmao. or when you got trampled at the concert and I caught the shirt and nobody else did. and that blonde boy..❤️❤️❤️ dayum he was fine too. lol,positive
question_box_123257663685,I ain't got no type,positive,Naw... Bad bitches is the only thing that I like ;),positive
question_box_124477983043,Don't let that jealous Bitch get to you teags you are hot af,positive,haha thnxx but don't worry they're not getting to me in any way,positive
question_box_105260620887,Jack also flirts with other girls behind your back ask to see his photos,positive,shut the fuck up.,negative
question_box_129190703294,face ass bih a wasup nigga bitch a .a @jackie .,negative,sup b aa,positive
question_box_117923096977,It's lizzy bish I'm yo nigga,positive,Okey,positive
question_box_122145647038,lol u just lost a grm friend,positive,"honestly swetie, i don't care....bye felica(: make sure you kiss my ass on your way out!(;",negative
question_box_129481420364,Neek,positive,And amazing at ball she really talented she my ride to die somehow we always gettin into trouble when were togather  but i love her theres so much to say ,positive
question_box_66748983558,"say o, kilem!",positive,"oooh, kill em! too kill em! ooohoo! hahaha",positive
question_box_129967322894,"Ass whooping in 3.....2......,1",negative,ok?,positive
question_box_124389987050,kyle stfu i'll send your ass to the hospital,negative,0,positive
773526178,ve fuck off anon she's so pretty & who gives a fuck of he breaks up w/ her. she don't need that nigga. so y don't u get to ass of anon. & we all know or jealous bc they have a thing,positive,dude! thanksaa,positive
question_box_121905338169,"if you could offer a newborn child only one piece of advice, what would it be?",positive,not to fuck up to much,positive
question_box_52588064039,look at chu now look at us,positive,All My Niggas Look Rich As Fuck,positive
question_box_124824063793,rate; 10a @matthew,positive,thanks nigga,positive
question_box_130000294198,would u suck a nigga dick for a phone a,negative,i have an phone a bye,positive
question_box_44426874862,hoi hoe gaat het,positive,goed en met jouw?,positive
question_box_114196823155,Batch calm your balls.,positive,Honestly fuck off can't you see I'm not in the mood,negative
question_box_50676479755,What would you bring to a picnic?,positive,All my bitches,positive
question_box_108475983508,Who do you like?,positive,I like fucking Obama.,positive
question_box_109375634975,since you're getting deep how do you feel about cheating?,positive,"hate it. since i've been created on before i can want on this for ages, but i'll just summarize it. if you don't feel right in the relationship you're in or you find someone better than the person you're with at the moment, end the relationship. don't go around fucking with people's feelings",positive
question_box_133214103707,I love you 💓‎  suck my dimple,positive,I love you too mamas 😘 stay strong.. you can get through it ❤,positive
773525976,i bet or sending or self those cheering up messages fucking loser,negative,"oh plz!!!  and just a let a no, i know exactly who u are and iM COMiN after a!! JuST u WAiT u whoRE!!!",negative
question_box_119845840000,who would you fuck,positive,Kate upton,positive
question_box_127725835398,"name that movie! ""hello, my name is indigo montoya, you have killed my father, prepare to die!""",positive,with haha,positive
question_box_126045736775,what's an exusuit?,positive,its a robotic suit that mr and laden kill people with,positive
773526096,"if you were to change one thing about yourself, what would it be?",positive,fuck i hate questions like these! honestly i wish i could be straight edge but i can't and i applaud those that are.,positive
question_box_118994752390,Cause I'm fucking awesome:p... Jk back to being serious,positive,Lmao ok?,positive
question_box_123401345925,you've got an ass that jigles,negative,oh okay,positive
question_box_128752932384,sup nigga ?‎  Faraz Khan,positive,shit just got real,positive
773525675,your ass in those yogas parts today was great,positive,is this gavan..? if it is or gross.,positive
question_box_127767000702,i'm fuckin mad brow,positive,go my don't he re a/a,positive
question_box_124101887645,what advice would you give to children today?,positive,stay off social media. it might kill you,positive
773526073,do an omegle session pus :),positive,fuck off,positive
question_box_38100992053,How would you like to die?,negative,I'll meet u in hell;) jk I Wudnt like tht very much,negative
question_box_127788841304,Do you believe in Karma?,positive,"yep , Karma gonna bite y'all in the ass tbh",positive
question_box_125564081898,idk because you asked him to text you so I thought you liked him and he called you beautiful and cut,positive,so wht,positive
question_box_65775876129,You most definetly arent a bitch!,positive,Thanks anon,positive
question_box_128861380488,You should talk to her !,positive,Fuck no ,positive
question_box_123540706840,bestie?,positive,"soft, ana, epi, and the little hoe : gianpietro",positive
question_box_126868134980,"Sonic: ""Pft, you wish."" *Sonic folded his arms.* (I saw.)‎  Knuckles™",positive,Sally: Do you kill (lol),positive
